Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,297.7254267880318,306.6726591696848,297.42586617920676,300.78106689453125,39154700,0.0,0.0
2022-01-04 00:00:00-05:00,302.33878750566925,304.24607096270785,283.08624707709924,292.48284912109375,52715400,0.0,0.0
2022-01-05 00:00:00-05:00,289.0777397593804,293.7411028181253,274.937900760757,275.64691162109375,49806400,0.0,0.0
2022-01-06 00:00:00-05:00,276.0063498531209,283.97499584719105,270.2645389026843,281.3786926269531,45418600,0.0,0.0
2022-01-07 00:00:00-05:00,281.00920946736346,283.8152049269057,270.18465184006146,272.0819396972656,40993900,0.0,0.0
2022-01-10 00:00:00-05:00,265.43140380761594,274.29876088038304,256.074754394618,273.6097412109375,59468100,0.0,0.0
2022-01-11 00:00:00-05:00,272.84086750669417,280.25028262468857,268.00776445629253,277.7738342285156,40408900,0.0,0.0
2022-01-12 00:00:00-05:00,280.2703023092331,285.54278167385513,275.68681225741483,279.59124755859375,38341300,0.0,0.0
2022-01-13 00:00:00-05:00,283.38580451731553,284.39434524509187,264.6025981654011,265.3714904785156,54017100,0.0,0.0
2022-01-14 00:00:00-05:00,262.6254754141627,271.582702923869,261.726763152056,269.0363464355469,39583200,0.0,0.0
2022-01-18 00:00:00-05:00,262.2260563463882,266.0006723016462,257.3330401783308,258.6611328125,42427000,0.0,0.0
2022-01-19 00:00:00-05:00,260.4186013841008,265.05197742693593,250.16322325912816,250.31300354003906,48831500,0.0,0.0
2022-01-20 00:00:00-05:00,252.67964144507772,255.425725196306,240.43710627948855,241.1560821533203,43518100,0.0,0.0
2022-01-21 00:00:00-05:00,234.735242777579,247.876489965881,232.29871515765421,233.40713500976562,71895800,0.0,0.0
2022-01-24 00:00:00-05:00,222.98200217466027,233.46704915556538,208.58253948266434,233.3871612548828,91398200,0.0,0.0
2022-01-25 00:00:00-05:00,225.13889751121295,229.10322925956888,219.68666715834178,222.92205810546875,66461600,0.0,0.0
2022-01-26 00:00:00-05:00,232.06901852334187,240.22739652373613,222.68241174634602,227.39569091796875,75595900,0.0,0.0
2022-01-27 00:00:00-05:00,235.34434925123225,239.60827240140284,216.44131570548257,219.1274871826172,57335300,0.0,0.0
2022-01-28 00:00:00-05:00,219.80647120024432,228.25442805721013,212.65668099635738,228.07467651367188,54377400,0.0,0.0
