Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01 00:00:00-04:00,77.68510245955461,78.80973486070705,77.55307848113985,78.68749237060547,80791200,0.0,0.0
2020-06-02 00:00:00-04:00,78.41855786414703,79.07622306167194,77.97359340688307,79.05177307128906,87642800,0.0,0.0
2020-06-03 00:00:00-04:00,79.37447749895834,79.75098637660969,78.79748918999114,79.4869384765625,104491200,0.0,0.0
2020-06-04 00:00:00-04:00,79.30846901215571,79.60918069712275,78.42587454635067,78.80238342285156,87560400,0.0,0.0
2020-06-05 00:00:00-04:00,79.05421715962025,81.1078894314543,79.0248801567652,81.04676818847656,137250400,0.0,0.0
2020-06-08 00:00:00-04:00,80.74115298741619,81.56017904438131,80.02481389010427,81.52594757080078,95654400,0.0,0.0
2020-06-09 00:00:00-04:00,81.20322437115769,84.4964290590558,81.17144013799462,84.1003646850586,147712400,0.0,0.0
2020-06-10 00:00:00-04:00,85.05631987983463,86.73593043606324,84.61380267941388,86.26407623291016,166651600,0.0,0.0
2020-06-11 00:00:00-04:00,85.40103387294064,85.82888251833356,82.01981043251435,82.12248992919922,201662400,0.0,0.0
2020-06-12 00:00:00-04:00,84.27885912653609,85.03186955098607,81.71176694245925,82.83150482177734,200146000,0.0,0.0
2020-06-15 00:00:00-04:00,81.47460740503507,84.51355346146939,81.31079921004404,83.85588836669922,138808800,0.0,0.0
2020-06-16 00:00:00-04:00,85.92668284609942,86.35209175446394,84.2788565861111,86.07826232910156,165428800,0.0,0.0
2020-06-17 00:00:00-04:00,86.82882372401329,86.88994495815115,85.83621547850164,85.95845794677734,114406400,0.0,0.0
2020-06-18 00:00:00-04:00,85.91443882330034,86.41319010387068,85.3790163002808,85.99267578125,96820400,0.0,0.0
2020-06-19 00:00:00-04:00,86.70414330491718,87.17355021476689,84.38397613466803,85.50127410888672,264476000,0.0,0.0
2020-06-22 00:00:00-04:00,85.89734788376208,87.88256463296679,85.85089514288899,87.73831939697266,135445200,0.0,0.0
2020-06-23 00:00:00-04:00,88.99252209845505,91.04130718010025,88.56956044754467,89.61106872558594,212155600,0.0,0.0
2020-06-24 00:00:00-04:00,89.23702282487032,90.16362304138991,87.65275737749396,88.02926635742188,192623200,0.0,0.0
2020-06-25 00:00:00-04:00,88.18571984556465,89.23700209124542,87.42048079824094,89.19788360595703,137522400,0.0,0.0
2020-06-26 00:00:00-04:00,89.09276182696291,89.31524402754802,86.30807465569694,86.45721435546875,205256800,0.0,0.0
2020-06-29 00:00:00-04:00,86.36430421747905,88.54511314400939,85.88266859190618,88.44976043701172,130646000,0.0,0.0
2020-06-30 00:00:00-04:00,88.03414104285055,89.47660827455714,88.01458552894543,89.1881103515625,140223200,0.0,0.0
2020-07-01 00:00:00-04:00,89.26635666123987,89.81400064089986,88.97053191805814,89.01942443847656,110737200,0.0,0.0
2020-07-02 00:00:00-04:00,89.93380335726772,90.57435282513924,88.90452365800294,89.01942443847656,114041600,0.0,0.0
2020-07-06 00:00:00-04:00,90.4594272948202,91.87254994168495,90.4276430590236,91.40069580078125,118655600,0.0,0.0
2020-07-07 00:00:00-04:00,91.78210298993102,92.56689765030973,91.00464258016932,91.11710357666016,112424400,0.0,0.0
2020-07-08 00:00:00-04:00,92.10236619538362,93.27100390125995,92.01434773788655,93.23921966552734,117092000,0.0,0.0
2020-07-09 00:00:00-04:00,94.13893408801071,94.19272107949658,92.58401327047423,93.64019012451172,125642800,0.0,0.0
2020-07-10 00:00:00-04:00,93.2318841143724,93.86265942418355,92.61578476484608,93.8039779663086,90257200,0.0,0.0
2020-07-13 00:00:00-04:00,95.11931220425036,97.74997260274874,93.15609839229157,93.37124633789062,191649200,0.0,0.0
2020-07-14 00:00:00-04:00,92.747786903794,95.1095119031054,91.80652601962765,94.91637420654297,170989200,0.0,0.0
2020-07-15 00:00:00-04:00,96.80626137495182,97.058080581933,94.36141180772138,95.56916809082031,153198000,0.0,0.0
2020-07-16 00:00:00-04:00,94.43232222694458,95.25623540444485,93.78932554460881,94.39320373535156,110577600,0.0,0.0
2020-07-17 00:00:00-04:00,94.84793558403781,95.00440206608077,93.72574314218225,94.2024917602539,92186800,0.0,0.0
2020-07-20 00:00:00-04:00,94.29050049648076,96.32705655653614,93.94332863413455,96.18769836425781,90318000,0.0,0.0
2020-07-21 00:00:00-04:00,96.98472784485274,97.06051757655193,94.60833401783471,94.86015319824219,103433200,0.0,0.0
2020-07-22 00:00:00-04:00,94.55942590884385,95.81363469030948,94.47141492260846,95.12663269042969,89001600,0.0,0.0
2020-07-23 00:00:00-04:00,94.85772098825204,94.93595796920252,89.98025032032135,90.79682922363281,197004400,0.0,0.0
2020-07-24 00:00:00-04:00,88.98031483671686,90.91907901112906,87.1784541983304,90.57190704345703,185438800,0.0,0.0
