,created_at,favorite_count,retweet_count,view_count,text
17,Mon Jan 01 15:47:06 +0000 2024,18,4,1555,"🐐 Roughly 80% of Warren Buffett’s portfolio $BRKB is in just 5 stocks: $AAPL $BAC $AXP $KO $CVX

“Wide diversification is only required when investors do not understand what they are doing.” https://t.co/miv0cYR0BR"
18,Tue Jan 02 19:25:07 +0000 2024,645,34,135381,"APPLE SHARES ARE NOW DOWN OVER 4% TODAY

$AAPL https://t.co/OGCdZ725bG"
19,Tue Jan 02 20:22:58 +0000 2024,181,12,53862,"Tim Apple is Cooked.. 

$AAPL down 4.3%

""Generational"" buying opportunity. https://t.co/aMEkGGwlHs"
20,Tue Jan 02 18:53:17 +0000 2024,384,34,118030,Apple $AAPL is now down 4% on the day 🍎🍎🍎🍎 https://t.co/IC2orrevP8
21,Tue Jan 02 15:27:53 +0000 2024,606,39,52055,"So Dan Ives was just on reiterating his good opinion on Tesla and explaining how the story was Tesla and BYD leading the pack and all the OTHERS falling back.
Upon which he got CUT-OFF and the woman said : ""O.K. let's now talk about AAPL""!
Right? ENOUGH of this Tesla SUCCESS! At…"
22,Tue Jan 02 21:30:00 +0000 2024,209,28,36571,$AAPL Watching the volume shelf and 200 day SMA sitting at ~$180. 🍎 https://t.co/le43IkkpwZ
23,Tue Jan 02 19:41:58 +0000 2024,39,5,4163,THIS IS A HUGE PROBLEM $AAPL $MSFT https://t.co/UnDrmHU8lH
24,Tue Jan 02 22:12:03 +0000 2024,9,1,560,"Today $AAPL said:

“f*ck your calls.” https://t.co/A3wwusFxwO"
25,Tue Jan 02 21:37:33 +0000 2024,460,67,57220,Apple $AAPL suffers largest drop since September 6 https://t.co/Yb4hP8NCHi
26,Tue Jan 02 15:56:01 +0000 2024,134,10,10082,That's a pretty big down day for $AAPL... maybe people are starting to realize just how pricey these mega-cap names are https://t.co/5pIQ1vjTxC
27,Tue Jan 02 20:32:04 +0000 2024,576,56,25920,"So they waited until the end of the year pump is over so they can cash in their bonuses, then decided to downgrade $AAPL in the pre market session today. You didn't know that the fundamentals didn't match the valuation last year?
Some people have a special place in hell"
28,Tue Jan 02 18:04:46 +0000 2024,16,3,2945,"Not scary 😱 at all
$AAPL
$MSFT https://t.co/m8TxVbbg39"
29,Tue Jan 02 23:38:40 +0000 2024,96,11,24871,"Apple $AAPL gained nearly $68 in 2023. 

It gave up more than 10% of that gain on the first day of 2024 with a $6.89 decline. https://t.co/InX2I6Cno1"
30,Tue Jan 02 23:15:09 +0000 2024,12,2,4392,"$AAPL 2023 will be remembered as the first year Apple released no new iPad since its debut in 2010.

Can someone guess why? https://t.co/OVAFdAQ7FG"
31,Tue Jan 02 21:39:23 +0000 2024,31,1,4472,"Weekly consolidation begins! 
$AAPL leads the way down. 
$XLV bulls stand out in a big was as well: https://t.co/a4cCSYHWxx"
32,Tue Jan 02 17:03:18 +0000 2024,88,10,13904,"The $AAPL downgrade hit Tech hard and money is moving to defensive sectors. #IBDPartner We don't have a position, but $AAPL's price action weighs heavily on the overall market and investor sentiment. The 1st week or 2 of the year can set the tone for the rest of the year. Let's… https://t.co/BNaiwH0zh5"
33,Tue Jan 02 20:50:26 +0000 2024,30,3,8483,"Shall we start with the 2008 charts for your pleasure again?

January 2, 2008, $AAPL.. and all what followed.. https://t.co/qvVEqL1bXA"
34,Tue Jan 02 21:45:35 +0000 2024,7,1,1373,"Our top predictor today is @USArmyVet609.

See his predctions for $SPY, $WMT, and $AAPL, and follow him to see more!

https://t.co/oU4HuNgnqE https://t.co/Cd9uplzIJu"
35,Tue Jan 02 23:30:16 +0000 2024,26,4,8644,"$BA $SQ $PYPL $TSLA $HOOD $PYPL $COIN $AAPL $MSFT $NVDA ETC 

SO MUCH TO SHARE, BUT WILL CHOOSE ONE:

QUITE A FEW OF YOU OF YOU CHANGED YOUR LIFE, FROM A SATURDAY SESSON ON 10/28 ABOUT — BOEING — PRODUCTION, DELIVERIES, DEMAND 

NO “PLAY CALLS” — NO “CALL OUTS”

WE DISSECTED THE…"
36,Wed Jan 03 18:43:07 +0000 2024,172,51,116398,"‘The Biggest Red Signal In the Market’ Right Now Is Apple 🍎

@KeithMcCullough discussed yesterday’s -3.5% slide of Apple $AAPL on ""The Macro Show"" this morning. Apple is down around -1% today.

“When you start talking about these trillion-dollar market caps and their impact on… https://t.co/RdGZ1u3JUw"
37,Wed Jan 03 15:07:35 +0000 2024,29,3,1075,"Controlled, incremental sells and entries. Thats the secret folks. Once you stop looking for ""MONSTER"" trades the actual monster gets released! If you live by ""Half inch, one inch"" you have this shit beat. 
$SPY $QQQ $AAPL $AMD https://t.co/oeGMa8jW8G"
38,Wed Jan 03 06:25:00 +0000 2024,15,1,10932,"The Fed Broke Something as The Stock Market Rally Reverses | nasdaq 100 analysis

$SPX $QQQ $RUT $AAPL $AMD $CELH https://t.co/l9j7J8hKu1"
39,Wed Jan 03 17:06:59 +0000 2024,11,2,764,"Opened 10 $AAPL $180/$177.5 Put Credit Spreads for $160 Premium 

$180 strike is 0.15 Delta https://t.co/gSj4ihdm5l"
40,Wed Jan 03 15:01:55 +0000 2024,56,13,11976,"Current P/E: 

$AAPL  30
$META 31
$MSFT 36 
$TSLA   77
$AMZN 80 
$NVDA 64 
$AMD  1,234 

$SPY   24 https://t.co/h930Sy3MWL"
41,Wed Jan 03 20:50:39 +0000 2024,30,3,6944,"My levels of interest on $AAPL (for long term investment)

If it doesn't get there? Well guess what, I won't have any $AAPL 😂🤣 https://t.co/qRip2XPcit"
42,Wed Jan 03 21:55:51 +0000 2024,10,1,1726,Today’s session summarized on $ES $NQ $YM $AAPL $AMD $AVGO $AMAT $TSLA $NVDA $CAT $BA 👇🏻🐻🔥🙌🤟🏻 https://t.co/HJfNRd3Pcr
43,Wed Jan 03 07:43:57 +0000 2024,132,13,12439,".
CRASH COMING!!!

The S&amp;P 500 is very overbought and at extremes once again. Major selloff coming soon!
.
$SPX $SPY $QQQ $NDX $AAPL #BULLRUN2024 #Stockmarketcrash $MSFT $NVDA $GOOG $TSLA $META $SPXL $SPXS $VIX $SPXS $SPXU $NQ_F $ES_F https://t.co/CjSH6eNN4F"
44,Wed Jan 03 13:39:17 +0000 2024,82,9,7638,"Happy #Wednesdayvibe  Morning to all Traders and thank you for checking out todays #stickynote where I post some names I am looking at and levels of Interest.  

The sell off continues and we will stick with what worked yday and $AAPL.  Still trying to find some strength but we… https://t.co/gGCOW1sTWe"
45,Wed Jan 03 16:29:20 +0000 2024,133,23,28693,On this day in 1977 Apple $AAPL was incorporated in California by Steve Jobs and Steve Wozniak after being founded in April 1976 https://t.co/j43p1hAoKa
46,Wed Jan 03 22:58:41 +0000 2024,25,5,2637,"🚨SELLERS HIT MILESTONE🚨 E3 S2

Sellers finally hit our LVN at 4750! 

We have mentioned it in our plan for 2 weeks!

We got volatilty from price finally getting there!

The game is afoot: sellers hit their first target, how wll buyers respond?

$SPY $SPX $ES $MES $NQ $QQQ $AAPL https://t.co/g9WK0o6wJq"
47,Wed Jan 03 21:09:28 +0000 2024,41,2,12014,"👇🏼 Pre Market Notes $COIN $MSTR $AAPL $BA $LLY $AMD $XOM

Forgot to post them mid day on Twitter. https://t.co/lhqXYYSszT"
48,Wed Jan 03 21:47:52 +0000 2024,16,5,1177,"Wooo let’s go! 
2024 is off with a BANG💥

A lot of the team is still away on holidays but we’re still kick ass and taking names at @SpyderAcademy. 

We’re crushing the tech sector weakness and still finding some nice intra-day upside winners. 
$QQQ $AMD $AAPL $TSLA $INTC $MARA… https://t.co/hOoaBEg53z"
49,Wed Jan 03 12:11:33 +0000 2024,5,3,3960,Largest increases in stock option open interest  $Z $AAPL $ETRN $AMZN $MRK $FSR $ATSG https://t.co/yuCcC06fVB
50,Wed Jan 03 16:54:54 +0000 2024,17,1,2334,"Look at this perfect setup! 

I give these levels every night and teach my methods every day! 

The way of the walnut gives you consistent setups errrry day 

And all for free🔥🔥

$SPY $SPX $ES $MES $NQ $QQQ $AAPL https://t.co/23HNf8sjhB"
51,Wed Jan 03 22:57:36 +0000 2024,19,1,6111,"$WULF #WULF Pullback after the resistance breakout. deep correction completed. moves sideways at most. PT yellow boxes!

$AMZN $MSFT $SPCE $SMCI $SOFI $ENPH $TEAM $GOOGL $CFLT $DOCN $PATH $PANW $AAPL $ASTS $CELH $CRWD $CIFR $SMCI $S $TMDX $MDB $GLBE $MELI $QLYS $RKLB $SNOW $ROKU… https://t.co/Ar9dWORXUE"
52,Wed Jan 03 12:14:34 +0000 2024,2,3,3615,Largest decreases in stock option open interest  $Z $LYFT $NKLA $WFC $AAPL $MU $MSFT $CSCO https://t.co/nncLM7qzD4
53,Wed Jan 03 15:39:41 +0000 2024,8,0,9428,Another -1.2% and $AAPL will be at 2021 levels. Over 2 years of 0 return.
54,Thu Jan 04 23:54:56 +0000 2024,116,16,14457,"THIS IS NOT A NORMAL CHART OR MARKET MOVE 

VERY BAD FOR $AAPL

And VERY BAD FOR $NDX
VERY BAD FOR $SPX

SHIT IS GETTING REAL https://t.co/zWfxkmKjI1"
55,Thu Jan 04 15:26:36 +0000 2024,195,20,21111,$AAPL now down nearly 10% from the highs... https://t.co/KeS1NkaJgb
56,Thu Jan 04 18:22:42 +0000 2024,20,4,13552,$AAPL 🍏💎💚🚀 more 🐻 covering https://t.co/Ofl0RX1HjY
57,Thu Jan 04 17:04:40 +0000 2024,41,10,2770,"Another THOR stock call playing out on Apple #AAPL. 

Love these as a set and forget trade. 

Trimmed some bags on entry, bought in cheaper, increased my holdings for the long term bag. 

All in my tax free investment wrapper in the UK. 

Join us - @CyberFrogsNFT x @TAPfintech https://t.co/dcmcng3JrT"
58,Thu Jan 04 15:17:15 +0000 2024,352,51,43635,"⚠️BREAKING:

*APPLE FALLS FOR THIRD STRAIGHT DAY TO START 2024 AS IPHONE DEMAND CONCERNS GROW

$AAPL https://t.co/r9QBq7vkMX"
59,Thu Jan 04 20:58:47 +0000 2024,84,3,8876,"So goes $AAPL, so goes the markets. 

And it just so happens that $AAPL is nearing a critical level to hold. https://t.co/fqfvywWM3m"
60,Thu Jan 04 21:40:14 +0000 2024,4,1,872,"$SPY Another great day 💪 Lets finish the week strong baby 🔥 

$NQ $ES_F $MES $AAPL $QQQ $ARM $TSLA $NVDA $MSFT $NFLX $NIO $AMZN $META $GOOGL $AMD $ETH $BTC $RBLX $DXY $TLT $VIX $SPX https://t.co/3zg733H73Z"
61,Thu Jan 04 22:07:09 +0000 2024,539,96,91335,Apple $AAPL has officially fallen into oversold levels which has only happened a few times over the last 3 years https://t.co/GO9MS1ZkRm
62,Thu Jan 04 20:23:29 +0000 2024,165,29,93151,"$AAPL will be the first stock to hit a $4 trillion market cap by the end of 2024, according to Wedbush Securities managing director @DivesTech. https://t.co/Ub1jh2QoaR"
63,Thu Jan 04 19:37:00 +0000 2024,87,6,11719,"Buying stocks at all time highs isn't always bad.

Here's a chart showing the points at which Warren Buffett bought $AAPL stock. https://t.co/KY3Id0sxhX"
64,Thu Jan 04 23:39:38 +0000 2024,12,0,1633,$AAPL just bullied me wtf?!! https://t.co/o7fwSEt5ds
65,Thu Jan 04 14:02:40 +0000 2024,155,37,11874,"Most Profitable Companies 

Tech: 
🍎 $AAPL 

Media:
📺 $NFLX

Energy: 
⛽️ $XOM

Apparel:
👟 $NKE

Vehicles:
🚗 $TSLA

Telecom:
📱 $VZ

Retailing:
🧰 $HD

Financials:
🏦 $JPM

Industrials:
🚜 $DE

Aerospace:
✈️ $LMT

Healthcare: 
💉 $PFE

Restaurants:
🍔 $MCD

Transportation:
📦…"
66,Thu Jan 04 23:46:08 +0000 2024,89,9,12662,"Apple.

Reasonable spot for a bounce coming for Apple, if you're bullish you want to see $178.50-$180 hold for a recovery back to the upside.

Failure to do so would give a move back down to $168-$165.

$AAPL https://t.co/LGYKuimbT6"
67,Thu Jan 04 20:09:59 +0000 2024,22,1,5104,"10-yr up 2%, DXY almost green, $AAPL down 1% again, and I’m supposed to believe tomorrow is a good thing…..????? https://t.co/qcYpUjt2tA"
68,Thu Jan 04 19:11:50 +0000 2024,32,3,3391,"Finally a rotation from garbage like $AAPL and $NVDA to quality assets like $QS 🤝

I am Bill Hwang and I approve this message. https://t.co/WuPS1hs9Qs"
69,Thu Jan 04 19:35:16 +0000 2024,249,33,157493,"Piper Sandler became the second brokerage this week to downgrade Apple, $AAPL."
70,Thu Jan 04 23:59:48 +0000 2024,62,8,18790,"$AAPL - Selling takes time.  In this case, about a month. The quiet distribution seen in December has culminated in an 8.5% pullback.  Perhaps more is to come - I do not know.  But price is now below every ranked print in the months of November and December.  All of that… https://t.co/iZAO8KH7YE"
71,Thu Jan 04 12:20:51 +0000 2024,5,4,4153,Largest decreases in stock option open interest $ZM $AEO $AAPL $JPM $JBLU $SOFI https://t.co/HXNKVpXUyg
72,Fri Jan 05 20:30:00 +0000 2024,309,46,47109,$AAPL How low can you go? 👀🍏 https://t.co/tROuGAnFpP
73,Fri Jan 05 20:00:01 +0000 2024,326,38,48456,"$AAPL 🍎 That escalated quickly..

Is this the floor? https://t.co/d37Lmnytf5"
74,Fri Jan 05 15:35:44 +0000 2024,589,71,77223,Microsoft $MSFT is now less than $100B behind Apple $AAPL in market cap https://t.co/i3lKZn1phO
75,Fri Jan 05 19:26:47 +0000 2024,121,21,33264,"BREAKING: U.S. moving closer to filing antitrust case against Apple  $AAPL

Shares trading at intraday lows, down -0.60% 🍎 https://t.co/XEEOyQcjGu"
76,Fri Jan 05 23:19:23 +0000 2024,88,6,8455,"A hedge fund buddy of mine is trying to draw in more clients after bragging about his 46% gains in 2023, but fails to leave out the massive 2022 -42% which means he needed to make 72% to break even in 2023. Now consider inflation you need 88% he is long $AAPL &amp; $TSLA
🤡🌎 https://t.co/DgMwWHQgfI"
77,Fri Jan 05 22:02:37 +0000 2024,432,33,95599,"My buy points if China invades Taiwan- 

$aapl 70-87 

$tsla 137 

Now 180 and 237."
78,Fri Jan 05 19:13:36 +0000 2024,23,2,1335,"I’m so old, I remember when this was considered cutting edge. $AAPL https://t.co/HfDN8l7r0I"
79,Fri Jan 05 21:58:49 +0000 2024,164,38,31143,"⚠️S&amp;P 500 $SPY Weekly Performance Heat Map:

$UBER -8.8%
$AMD -6.8%
$AAPL -6.4%
$TSLA -6.2%
$NKE -6.2%
$AMZN -5.3%
$NFLX -3.4%
$GOOGL -2.8%
$MSFT -2%
$META -1.8% https://t.co/zHdN5Jh2cW"
80,Fri Jan 05 19:17:42 +0000 2024,5,2,2375,$AAPL Algos reading the news dumped Apple https://t.co/EzG00P00q3
81,Fri Jan 05 21:19:54 +0000 2024,3,1,774,"$SPY Awesome day. 4/4 days green for alittle over 11% on the port this week. 

 No better way to start year 🔥 
Hope all banked💰 Have a great weekend ❤️ 

$NQ $ES_F $MES $AAPL $QQQ $ARM $TSLA $NVDA $MSFT $NFLX $NIO $AMZN $META $GOOGL $AMD $ETH $BTC $RBLX $DXY $TLT $VIX $SPX https://t.co/HWJ1Nn6Pdc"
82,Fri Jan 05 15:10:07 +0000 2024,138,7,35088,"$AAPL savings rate increased again from 4.25% to 4.35%!

I’ll take it!

Anyone else use Apple Card’s High Yield Savings Account? https://t.co/jWSDC5ATP3"
83,Fri Jan 05 20:13:56 +0000 2024,23,2,4429,$AAPL Falling knife into the 200SMA. Follow through the downside is not what you wanted to see. Will make it harder for growth stocks to trend even if they're setup well. https://t.co/aGyZ4rQLua
84,Fri Jan 05 16:23:16 +0000 2024,19,2,3400,RELOADED here with $AAPL SHORT again #asitwaswritten #stickynote https://t.co/06nN6DIifo
85,Fri Jan 05 20:43:11 +0000 2024,9,2,1090,Afternoon fun on $AAPL with the negative news bounce and short the pop. short at previous support! https://t.co/DBX3uKGmoD
86,Fri Jan 05 21:05:01 +0000 2024,103,11,23988,"TOP TICKERS TO TRADE OPTIONS ON:

• $QQQ

• $SPY 

• $IWM

• $AMD

• $AAPL"
87,Fri Jan 05 20:44:08 +0000 2024,24,3,8945,$AAPL at the $180 psych level &amp; 200 sma &amp; volume shelf after the false breakout and subsequent high volume sell off. https://t.co/jYzFVRDvCV
88,Fri Jan 05 20:42:10 +0000 2024,124,13,24462,"Took a shot at some $AAPL here for short term bounce, at 200D and oversold."
89,Fri Jan 05 19:20:02 +0000 2024,32,2,10094,I like $AAPL 🍎 https://t.co/2tRq5TDaCS
90,Sat Jan 06 18:53:11 +0000 2024,420,72,45567,"How to identify a Bearish Reversal! 🐻 

I hope this helps, have a great day!
$SPY $QQQ $TSLA $AAPL https://t.co/pU90WpmMwa"
91,Sat Jan 06 17:48:45 +0000 2024,64,8,27044,"Millions in 👑 $AAPL 🐻🍎 covered Friday, we’ll see if we get a market bounce next week $spx $qqq $spy $iwm https://t.co/dMo0ARqvYi"
92,Sat Jan 06 19:52:00 +0000 2024,936,98,120946,"10 Buy &amp; Hold FOREVER Dividend Stocks:

1. $AAPL Apple
2. $ABBV AbbVie
3. $O Realty Income
4. $SBUX Starbucks
5. $AVGO Broadcom
6. $HD The Home Depot
7. $BAC Bank of America
8. $MSFT Microsoft Corp
9. $JNJ Johnson &amp; Johnson
10. $KO Coca-Cola Company

Agree or Disagree?"
93,Sat Jan 06 16:39:21 +0000 2024,71,17,7944,"$AAPL - Weekly Chart:

⚠️The chart is bearish, price declined as posted on January 1st🎯, analysis based on the monthly chart.

The surface is ugly, now let't analyze other factors that suggest a bounce could be coming:

✅The daily chart suggests a bounce is around the corner,… https://t.co/KAkBdwLHBM"
94,Sat Jan 06 18:17:45 +0000 2024,203,32,10804,"The game is over bro, every one sell bro, there will be no squeeze bro, AA fuck you bro, meanwhile $AMC was the top generator of revenue for Lenders in 2023, yes you read it right 1B company was bigger then $AAPL #AMC @GaryGensler you are useless https://t.co/xFNj7tjqoB"
95,Sat Jan 06 22:42:51 +0000 2024,18,3,2808,"$AAPL - Apple Inc - are we dealing with a text book buy the dip candidate? 

No position yet, waiting to see how the potential correction in $IWM small caps (-6% off recent highs) and failed breakout in $QQQ affects the market. 

1 of 30 charts shared with members in next 24hrs) https://t.co/GXCQTkso9p"
96,Sat Jan 06 13:27:43 +0000 2024,38,4,9131,"If you don't believe this 1,000 pt rally is possible, take a look at $AAPL. 

It's down 10% with a Daily RSI of 28!
A rare occurrence. https://t.co/Z8XvMwY4NF"
97,Sat Jan 06 13:53:42 +0000 2024,12,0,1192,What top HFs are buying while selling $AAPL. https://t.co/exbA31rpyS
98,Sat Jan 06 19:43:28 +0000 2024,11,2,1603,"🤖🦾🦿💻👾ROBOTICS 

I leave you all with a feel good robot 🤖 clip. 

😀💚💚😀.

This time goodnight for sure. 👍 

#ArtificialIntelligence #AIArtworks #Epiphany #Epstein #جمعة_مباركة $NVDA $MSFT $IT $DIS $AAPL $TSLA #bbtvi $BTC $IBIT https://t.co/RSqcxfRAxK"
99,Sat Jan 06 19:50:51 +0000 2024,347,46,34604,"Build A Portfolio 💼

70% ~ ETFs 🌐
• $JEPI
• $VOO
• $QQQ
• $SCHD

20% ~ Dividend💰
• $O
• $VZ
• $MO
• $MAIN

10% ~ Growth 📈
• $TSLA
• $AAPL
• $NVDA
• $AMZN

What is your allocation?"
100,Sat Jan 06 17:14:42 +0000 2024,121,14,14241,$AAPL - Closed below 20 week MA which confirms further downside next week. The next earnings date on Feb 1 is critical because breaking below the October low would likely mean the bull market ended in December. Due to the analyst downgrades it will be easier to beat expectations. https://t.co/uwwODYvjvO
101,Sat Jan 06 19:46:41 +0000 2024,9,1,2270,"#Tesla  $TSLA retested target yellow box!
long-term outlook is great!

$AMZN $MSFT $SPCE $SMCI $SOFI $ENPH $TEAM $GOOGL $CFLT $DOCN $PATH $PANW $AAPL $ASTS $CELH $CRWD $CIFR $SMCI $S $TMDX $MDB $GLBE $MELI $QLYS $RKLB $SNOW $ROKU $SHOP $CVNA $NVDA $HUT $RIOT $DMGI $MSFT $PLTR… https://t.co/X0VFEE2kjg"
102,Sat Jan 06 14:54:40 +0000 2024,11,2,2311,"Rough start to 2024. Good thing I'm a long-term investor. If stocks continue to fall, I'll just buy more.
$AAPL - Apple
$ADBE - Adobe
$AMZN - Amazon
$COST - Costco
$CP - Canadian Pacific Kansas City
$CRM - Salesforce
$GOOG - Alphabet
$MA - Mastercard
$META - Meta Platforms
$MSFT… https://t.co/T5gpNxAMmn"
103,Sat Jan 06 22:00:00 +0000 2024,262,29,69322,Every bear on fintwit this weekend 🍎  $AAPL https://t.co/UH54zQOJoZ
104,Sat Jan 06 21:06:31 +0000 2024,43,17,5365,"$TSLA ill be watching this next week 🚨🔥
-IB right at the bullish volume gap imbalance, couldnt hold. Rejected the backtest day after but closed green 

-Looking for a backtest on our $231 S/R flip from 11/14
The Blueprint 🪬
$SPY $SPX $QQQ $AAPL https://t.co/GkjQKRDEgV"
105,Sat Jan 06 22:10:08 +0000 2024,43,17,4689,"$DIS #1 watch Monday 🚨🚨 CLEAN
-Double IB on the Daily, looking for a big move next week 🧨🤯
*2 levels im watching 👇
$92.10 upside
$89.90 (bounced the last 8 times on that bullish gap imbalance)

Like ❤️ and share ♻️ going to start posting more on weekends
$SPY $QQQ $ES $AAPL https://t.co/eginXK83ol"
106,Sat Jan 06 05:59:23 +0000 2024,15,0,3090,"$AAPL With the 200MA touch. Two gAAPLes above now. I promise those fill, I can't promise u when. 😉 https://t.co/5ZCbMhHqJC"
107,Sat Jan 06 13:15:41 +0000 2024,6,2,695,"$SPX most Over sold stocks...! 

$AAPL $NKE $PANW $VRSN and more...! https://t.co/YHI1MxbHUR"
108,Sun Jan 07 01:03:03 +0000 2024,414,60,120767,"$AAPL RSI Close below 30 Daily timeframe analysis 

$AAPL doesn't often close below 30 RSI on a daily TF. In fact only 12 instances over the past 5 years. The 13th time was this past Thursday and Friday!

(multiple days of a sub 30 RSI were grouped!)

I manually took 5 years… https://t.co/cwzoKCgjqP"
109,Sun Jan 07 00:52:00 +0000 2024,1658,334,376542,"🔎 How To Analyze a 10-K

Warren Buffett explained his secret to success:

“I just sit in my office and read all day.”

But what does he read?

Annual reports, known as 10-K in the US.

Let's break down how to analyze a 10-K.

We'll use $AAPL as an example. https://t.co/2vAAbPkNtp"
110,Sun Jan 07 15:07:01 +0000 2024,67,8,8256,"No one should trade without preparation. Here's how I prep for the trading week. 
https://t.co/89sII1ZkRp

$SPY $AAPL $TSLA $SNAP $AAL $BA"
